Entity,Code,Year,Renewables (%electricity)
Central America (BP),,1997,69.64259
Central America (BP),,1998,62.552063
Central America (BP),,1999,70.75126
Central America (BP),,2000,68.92432
Central America (BP),,2001,59.45524
Central America (BP),,2002,59.907238
Central America (BP),,2003,58.692875
Central America (BP),,2004,58.90136
Central America (BP),,2005,59.705555
Central America (BP),,2006,59.50986
Central America (BP),,2007,57.446735
Central America (BP),,2008,61.67
Central America (BP),,2009,59.11928
Central America (BP),,2010,64.44712
Central America (BP),,2011,62.33885
Central America (BP),,2012,65.56455
Central America (BP),,2013,64.07013
Central America (BP),,2014,64.11243
Central America (BP),,2015,65.91601
Central America (BP),,2016,67.38702
Central America (BP),,2017,74.73564
Central America (BP),,2018,74.690575
Central America (BP),,2019,66.17948
Central America (BP),,2020,77.83653
Central America (BP),,2021,79.330315
Eastern Africa (BP),,1985,82.648155
Eastern Africa (BP),,1986,78.87401
Eastern Africa (BP),,1987,68.49591
Eastern Africa (BP),,1988,70.52199
Eastern Africa (BP),,1989,70.379196
Eastern Africa (BP),,1990,73.47094
Eastern Africa (BP),,1991,71.44927
Eastern Africa (BP),,1992,70.66849
Eastern Africa (BP),,1993,70.03445
Eastern Africa (BP),,1994,69.15903
Eastern Africa (BP),,1995,68.045166
Eastern Africa (BP),,1996,68.7299
Eastern Africa (BP),,1997,67.858925
Eastern Africa (BP),,1998,74.68599
Eastern Africa (BP),,1999,74.29782
Eastern Africa (BP),,2000,74.11865
Eastern Africa (BP),,2001,74.99096
Eastern Africa (BP),,2002,76.92808
Eastern Africa (BP),,2003,78.51823
Eastern Africa (BP),,2004,74.54792
Eastern Africa (BP),,2005,72.75536
Eastern Africa (BP),,2006,74.30943
Eastern Africa (BP),,2007,75.84984
Eastern Africa (BP),,2008,74.03059
Eastern Africa (BP),,2009,73.85565
Eastern Africa (BP),,2010,77.09189
Eastern Africa (BP),,2011,74.90177
Eastern Africa (BP),,2012,75.38181
Eastern Africa (BP),,2013,75.71758
Eastern Africa (BP),,2014,76.6907
Eastern Africa (BP),,2015,74.028175
Eastern Africa (BP),,2016,71.54889
Eastern Africa (BP),,2017,70.21661
Eastern Africa (BP),,2018,71.48033
Eastern Africa (BP),,2019,73.00167
Eastern Africa (BP),,2020,75.625404
Eastern Africa (BP),,2021,76.50888
Europe,,1985,17.239302
Europe,,1986,16.524252
Europe,,1987,16.806673
Europe,,1988,17.046349
Europe,,1989,15.267044
Europe,,1990,15.573598
Europe,,1991,15.878454
Europe,,1992,16.741219
Europe,,1993,17.502731
Europe,,1994,18.140902
Europe,,1995,18.043114
Europe,,1996,16.786934
Europe,,1997,17.461384
Europe,,1998,17.99087
Europe,,1999,18.180086
Europe,,2000,18.519947
Europe,,2001,18.679523
Europe,,2002,17.301058
Europe,,2003,16.399782
Europe,,2004,17.706572
Europe,,2005,18.143106
Europe,,2006,18.009445
Europe,,2007,18.765692
Europe,,2008,19.592958
Europe,,2009,21.343193
Europe,,2010,22.019337
Europe,,2011,21.928562
Europe,,2012,24.237892
Europe,,2013,26.654844
Europe,,2014,27.893867
Europe,,2015,28.345919
Europe,,2016,28.870464
Europe,,2017,29.075367
Europe,,2018,30.955147
Europe,,2019,32.048542
Europe,,2020,36.03928
Europe,,2021,34.661
Europe (BP),,1985,17.862532
Europe (BP),,1986,16.947739
Europe (BP),,1987,17.824577
Europe (BP),,1988,18.580658
Europe (BP),,1989,15.910415
Europe (BP),,1990,16.259491
Europe (BP),,1991,16.523
Europe (BP),,1992,17.30099
Europe (BP),,1993,18.13489
Europe (BP),,1994,18.300524
Europe (BP),,1995,18.153648
Europe (BP),,1996,17.282656
Europe (BP),,1997,17.899328
Europe (BP),,1998,18.482494
Europe (BP),,1999,18.517384
Europe (BP),,2000,18.820053
Europe (BP),,2001,18.561308
Europe (BP),,2002,17.526377
Europe (BP),,2003,16.625795
Europe (BP),,2004,17.969158
Europe (BP),,2005,18.280869
Europe (BP),,2006,18.372843
Europe (BP),,2007,19.044376
Europe (BP),,2008,20.372528
Europe (BP),,2009,22.105556
Europe (BP),,2010,23.7041
Europe (BP),,2011,23.6269
Europe (BP),,2012,26.5516
Europe (BP),,2013,29.112679
Europe (BP),,2014,30.283209
Europe (BP),,2015,31.702272
Europe (BP),,2016,32.1029
Europe (BP),,2017,32.08363
Europe (BP),,2018,34.570343
Europe (BP),,2019,36.72153
Europe (BP),,2020,40.749474
Europe (BP),,2021,39.58285
European Union (27),,1985,15.656057
European Union (27),,1986,14.489848
European Union (27),,1987,15.311833
European Union (27),,1988,15.806562
European Union (27),,1989,12.72511
European Union (27),,1990,13.321137
European Union (27),,1991,13.69024
European Union (27),,1992,14.364453
European Union (27),,1993,14.812172
European Union (27),,1994,15.04614
European Union (27),,1995,14.688649
European Union (27),,1996,14.174457
European Union (27),,1997,14.725703
European Union (27),,1998,15.103211
European Union (27),,1999,15.016264
European Union (27),,2000,15.485514
European Union (27),,2001,16.13625
European Union (27),,2002,14.32586
European Union (27),,2003,14.182479
European Union (27),,2004,15.341288
European Union (27),,2005,15.38208
European Union (27),,2006,15.915757
European Union (27),,2007,16.807669
European Union (27),,2008,18.232107
European Union (27),,2009,20.28966
European Union (27),,2010,22.116875
European Union (27),,2011,22.169367
European Union (27),,2012,25.063913
European Union (27),,2013,27.953522
European Union (27),,2014,29.620934
European Union (27),,2015,29.809174
European Union (27),,2016,30.114304
European Union (27),,2017,29.916143
European Union (27),,2018,32.28925
European Union (27),,2019,34.00094
European Union (27),,2020,38.444736
European Union (27),,2021,37.325
High-income countries,,1985,18.633947
High-income countries,,1986,18.37407
High-income countries,,1987,17.607195
High-income countries,,1988,16.936382
High-income countries,,1989,15.893095
High-income countries,,1990,16.070381
High-income countries,,1991,15.988733
High-income countries,,1992,15.739783
High-income countries,,1993,16.167074
High-income countries,,1994,15.402826
High-income countries,,1995,15.818634
High-income countries,,1996,15.717997
High-income countries,,1997,15.886385
High-income countries,,1998,15.207861
High-income countries,,1999,15.054666
High-income countries,,2000,15.427468
High-income countries,,2001,14.556357
High-income countries,,2002,14.549752
High-income countries,,2003,14.359082
High-income countries,,2004,14.458078
High-income countries,,2005,14.595547
High-income countries,,2006,14.876226
High-income countries,,2007,14.738652
High-income countries,,2008,15.675601
High-income countries,,2009,16.774733
High-income countries,,2010,16.753984
High-income countries,,2011,18.009518
High-income countries,,2012,18.882156
High-income countries,,2013,20.150127
High-income countries,,2014,20.927961
High-income countries,,2015,21.546242
High-income countries,,2016,22.341845
High-income countries,,2017,23.55648
High-income countries,,2018,24.216257
High-income countries,,2019,25.281904
High-income countries,,2020,27.82383
High-income countries,,2021,27.618486
Lower-middle-income countries,,1985,17.186714
Lower-middle-income countries,,1986,16.640606
Lower-middle-income countries,,1987,15.701877
Lower-middle-income countries,,1988,16.253084
Lower-middle-income countries,,1989,16.389696
Lower-middle-income countries,,1990,16.610855
Lower-middle-income countries,,1991,17.032202
Lower-middle-income countries,,1992,16.945047
Lower-middle-income countries,,1993,17.663319
Lower-middle-income countries,,1994,18.343288
Lower-middle-income countries,,1995,17.15935
Lower-middle-income countries,,1996,16.64172
Lower-middle-income countries,,1997,15.016879
Lower-middle-income countries,,1998,17.134441
Lower-middle-income countries,,1999,16.328129
Lower-middle-income countries,,2000,19.373764
Lower-middle-income countries,,2001,19.02019
Lower-middle-income countries,,2002,18.155193
Lower-middle-income countries,,2003,18.223478
Lower-middle-income countries,,2004,19.59218
Lower-middle-income countries,,2005,19.336283
Lower-middle-income countries,,2006,19.930368
Lower-middle-income countries,,2007,19.82383
Lower-middle-income countries,,2008,19.092066
Lower-middle-income countries,,2009,18.402466
Lower-middle-income countries,,2010,18.614603
Lower-middle-income countries,,2011,19.180689
Lower-middle-income countries,,2012,18.581833
Lower-middle-income countries,,2013,19.602575
Lower-middle-income countries,,2014,18.921633
Lower-middle-income countries,,2015,18.085815
Lower-middle-income countries,,2016,17.956408
Lower-middle-income countries,,2017,19.203352
Lower-middle-income countries,,2018,19.726343
Lower-middle-income countries,,2019,20.594057
Lower-middle-income countries,,2020,21.96855
Lower-middle-income countries,,2021,21.54426
Middle Africa (BP),,1985,93.90082
Middle Africa (BP),,1986,93.910446
Middle Africa (BP),,1987,93.7153
Middle Africa (BP),,1988,93.80739
Middle Africa (BP),,1989,95.84659
Middle Africa (BP),,1990,94.516045
Middle Africa (BP),,1991,94.06001
Middle Africa (BP),,1992,94.97874
Middle Africa (BP),,1993,95.05255
Middle Africa (BP),,1994,94.49943
Middle Africa (BP),,1995,94.75525
Middle Africa (BP),,1996,93.61225
Middle Africa (BP),,1997,91.73523
Middle Africa (BP),,1998,90.76122
Middle Africa (BP),,1999,89.7456
Middle Africa (BP),,2000,89.72168
Middle Africa (BP),,2001,89.152855
Middle Africa (BP),,2002,88.268005
Middle Africa (BP),,2003,86.58891
Middle Africa (BP),,2004,89.09348
Middle Africa (BP),,2005,87.72686
Middle Africa (BP),,2006,86.70356
Middle Africa (BP),,2007,80.725746
Middle Africa (BP),,2008,79.7867
Middle Africa (BP),,2009,75.59
Middle Africa (BP),,2010,75.00346
Middle Africa (BP),,2011,74.663895
Middle Africa (BP),,2012,71.56991
Middle Africa (BP),,2013,68.88438
Middle Africa (BP),,2014,66.29752
Middle Africa (BP),,2015,62.707497
Middle Africa (BP),,2016,64.72205
Middle Africa (BP),,2017,70.33562
Middle Africa (BP),,2018,71.54936
Middle Africa (BP),,2019,69.30441
Middle Africa (BP),,2020,71.87016
Middle Africa (BP),,2021,71.52972
Middle East (BP),,1985,5.6877437
Middle East (BP),,1986,5.6142855
Middle East (BP),,1987,6.4858704
Middle East (BP),,1988,6.245862
Middle East (BP),,1989,5.1937556
Middle East (BP),,1990,5.916399
Middle East (BP),,1991,4.4339557
Middle East (BP),,1992,6.2344046
Middle East (BP),,1993,6.267956
Middle East (BP),,1994,4.8721848
Middle East (BP),,1995,5.263788
Middle East (BP),,1996,5.0264316
Middle East (BP),,1997,4.0112405
Middle East (BP),,1998,4.0260396
Middle East (BP),,1999,2.6437502
Middle East (BP),,2000,2.25078
Middle East (BP),,2001,2.2923808
Middle East (BP),,2002,3.0876818
Middle East (BP),,2003,3.2278824
Middle East (BP),,2004,3.8068519
Middle East (BP),,2005,3.6461666
Middle East (BP),,2006,4.0725255
Middle East (BP),,2007,3.5919962
Middle East (BP),,2008,1.7992412
Middle East (BP),,2009,1.5202546
Middle East (BP),,2010,2.0082183
Middle East (BP),,2011,2.1018913
Middle East (BP),,2012,2.330622
Middle East (BP),,2013,2.4780593
Middle East (BP),,2014,2.0421667
Middle East (BP),,2015,1.7025988
Middle East (BP),,2016,2.0760791
Middle East (BP),,2017,2.099251
Middle East (BP),,2018,1.6610606
Middle East (BP),,2019,4.286895
Middle East (BP),,2020,3.5206285
Middle East (BP),,2021,2.9128067
Non-OECD (BP),,1985,23.438467
Non-OECD (BP),,1986,23.12016
Non-OECD (BP),,1987,22.500242
Non-OECD (BP),,1988,22.713446
Non-OECD (BP),,1989,22.45255
Non-OECD (BP),,1990,22.769894
Non-OECD (BP),,1991,23.158373
Non-OECD (BP),,1992,23.203213
Non-OECD (BP),,1993,24.063929
Non-OECD (BP),,1994,24.850384
Non-OECD (BP),,1995,24.767292
Non-OECD (BP),,1996,23.866703
Non-OECD (BP),,1997,23.554155
Non-OECD (BP),,1998,23.985228
Non-OECD (BP),,1999,23.301579
Non-OECD (BP),,2000,22.86486
Non-OECD (BP),,2001,22.567284
Non-OECD (BP),,2002,21.79672
Non-OECD (BP),,2003,20.67045
Non-OECD (BP),,2004,21.440836
Non-OECD (BP),,2005,21.220587
Non-OECD (BP),,2006,20.854326
Non-OECD (BP),,2007,20.457186
Non-OECD (BP),,2008,21.216066
Non-OECD (BP),,2009,21.058748
Non-OECD (BP),,2010,21.125713
Non-OECD (BP),,2011,20.35671
Non-OECD (BP),,2012,21.101255
Non-OECD (BP),,2013,21.606506
Non-OECD (BP),,2014,22.048069
Non-OECD (BP),,2015,22.429813
Non-OECD (BP),,2016,23.227602
Non-OECD (BP),,2017,23.794056
Non-OECD (BP),,2018,24.326496
Non-OECD (BP),,2019,25.188034
Non-OECD (BP),,2020,26.539045
Non-OECD (BP),,2021,26.545439
North America,,1985,20.358717
North America,,1986,20.584515
North America,,1987,18.838133
North America,,1988,17.085234
North America,,1989,17.093441
North America,,1990,17.665442
North America,,1991,17.552961
North America,,1992,16.947763
North America,,1993,17.304525
North America,,1994,16.433956
North America,,1995,17.44567
North America,,1996,18.395369
North America,,1997,18.089197
North America,,1998,16.392944
North America,,1999,16.437338
North America,,2000,16.674294
North America,,2001,14.762755
North America,,2002,15.840313
North America,,2003,15.72993
North America,,2004,15.530708
North America,,2005,15.895605
North America,,2006,16.311457
North America,,2007,15.539052
North America,,2008,16.662205
North America,,2009,17.7197
North America,,2010,17.23324
North America,,2011,19.328506
North America,,2012,19.253252
North America,,2013,19.962814
North America,,2014,20.469675
North America,,2015,20.69821
North America,,2016,22.19544
North America,,2017,24.251726
North America,,2018,23.943134
North America,,2019,24.587128
North America,,2020,26.760265
North America,,2021,27.08193
North America (BP),,1985,20.513897
North America (BP),,1986,20.740692
North America (BP),,1987,18.97351
North America (BP),,1988,17.187428
North America (BP),,1989,17.222912
North America (BP),,1990,17.806849
North America (BP),,1991,17.69094
North America (BP),,1992,17.087687
North America (BP),,1993,17.445127
North America (BP),,1994,16.591576
North America (BP),,1995,17.622997
North America (BP),,1996,18.578764
North America (BP),,1997,18.288256
North America (BP),,1998,16.568678
North America (BP),,1999,16.604486
North America (BP),,2000,15.452188
North America (BP),,2001,13.815156
North America (BP),,2002,14.850508
North America (BP),,2003,14.669569
North America (BP),,2004,14.432953
North America (BP),,2005,14.762103
North America (BP),,2006,15.178543
North America (BP),,2007,14.416592
North America (BP),,2008,15.465937
North America (BP),,2009,16.522142
North America (BP),,2010,16.060768
North America (BP),,2011,18.134876
North America (BP),,2012,18.08235
North America (BP),,2013,18.69915
North America (BP),,2014,19.051573
North America (BP),,2015,19.400188
North America (BP),,2016,20.856611
North America (BP),,2017,22.804197
North America (BP),,2018,22.575453
North America (BP),,2019,23.181515
North America (BP),,2020,25.27654
North America (BP),,2021,25.771479
OECD (BP),,1985,19.512907
OECD (BP),,1986,19.212631
OECD (BP),,1987,18.55191
OECD (BP),,1988,18.06855
OECD (BP),,1989,16.903095
OECD (BP),,1990,17.091984
OECD (BP),,1991,16.964428
OECD (BP),,1992,16.772308
OECD (BP),,1993,17.396431
OECD (BP),,1994,16.484568
OECD (BP),,1995,17.02076
OECD (BP),,1996,17.000402
OECD (BP),,1997,17.061174
OECD (BP),,1998,16.357248
OECD (BP),,1999,16.217278
OECD (BP),,2000,15.851586
OECD (BP),,2001,14.942202
OECD (BP),,2002,15.100307
OECD (BP),,2003,14.873928
OECD (BP),,2004,15.131129
OECD (BP),,2005,15.229414
OECD (BP),,2006,15.643352
OECD (BP),,2007,15.427558
OECD (BP),,2008,16.384945
OECD (BP),,2009,17.418543
OECD (BP),,2010,17.791267
OECD (BP),,2011,19.156216
OECD (BP),,2012,20.147673
OECD (BP),,2013,21.299486
OECD (BP),,2014,22.038666
OECD (BP),,2015,23.037766
OECD (BP),,2016,23.88447
OECD (BP),,2017,25.139122
OECD (BP),,2018,25.942226
OECD (BP),,2019,27.159416
OECD (BP),,2020,29.808926
OECD (BP),,2021,29.886593
Oceania,,1985,23.738043
Oceania,,1986,24.338156
Oceania,,1987,23.005861
Oceania,,1988,22.994003
Oceania,,1989,21.992691
Oceania,,1990,22.126585
Oceania,,1991,22.126387
Oceania,,1992,20.957798
Oceania,,1993,21.892986
Oceania,,1994,22.295982
Oceania,,1995,22.22938
Oceania,,1996,21.246489
Oceania,,1997,19.126083
Oceania,,1998,19.212862
Oceania,,1999,17.974947
Oceania,,2000,19.18146
Oceania,,2001,17.18653
Oceania,,2002,18.08011
Oceania,,2003,18.0987
Oceania,,2004,19.039595
Oceania,,2005,18.62056
Oceania,,2006,18.988184
Oceania,,2007,18.487276
Oceania,,2008,17.467155
Oceania,,2009,18.014269
Oceania,,2010,19.500698
Oceania,,2011,21.503984
Oceania,,2012,21.246023
Oceania,,2013,24.380823
Oceania,,2014,24.664177
Oceania,,2015,24.816568
Oceania,,2016,25.750557
Oceania,,2017,25.85771
Oceania,,2018,26.848362
Oceania,,2019,30.194115
Oceania,,2020,33.173203
Oceania,,2021,36.266747
South America,,1985,77.56366
South America,,1986,77.28857
South America,,1987,78.73191
South America,,1988,77.56492
South America,,1989,77.47203
South America,,1990,79.04556
South America,,1991,79.97702
South America,,1992,80.002754
South America,,1993,81.03994
South America,,1994,82.10599
South America,,1995,80.462685
South America,,1996,79.48308
South America,,1997,79.60721
South America,,1998,78.25739
South America,,1999,76.10878
South America,,2000,77.8955
South America,,2001,75.14462
South America,,2002,76.66816
South America,,2003,76.24447
South America,,2004,74.60945
South America,,2005,76.115524
South America,,2006,75.574265
South America,,2007,74.814255
South America,,2008,72.80615
South America,,2009,74.647766
South America,,2010,71.88786
South America,,2011,73.5867
South America,,2012,69.813774
South America,,2013,66.64883
South America,,2014,64.56252
South America,,2015,64.25356
South America,,2016,66.79798
South America,,2017,68.37695
South America,,2018,70.19402
South America,,2019,70.18825
South America,,2020,71.238174
South America,,2021,66.97483
South and Central America (BP),,1985,71.00904
South and Central America (BP),,1986,71.13626
South and Central America (BP),,1987,72.268875
South and Central America (BP),,1988,71.54155
South and Central America (BP),,1989,71.38648
South and Central America (BP),,1990,72.58102
South and Central America (BP),,1991,73.675255
South and Central America (BP),,1992,73.15997
South and Central America (BP),,1993,74.48856
South and Central America (BP),,1994,75.02686
South and Central America (BP),,1995,73.456
South and Central America (BP),,1996,72.87864
South and Central America (BP),,1997,72.73795
South and Central America (BP),,1998,71.18482
South and Central America (BP),,1999,69.488525
South and Central America (BP),,2000,69.877045
South and Central America (BP),,2001,66.89063
South and Central America (BP),,2002,68.21291
South and Central America (BP),,2003,68.02618
South and Central America (BP),,2004,67.1631
South and Central America (BP),,2005,68.05705
South and Central America (BP),,2006,67.94891
South and Central America (BP),,2007,67.62701
South and Central America (BP),,2008,66.13725
South and Central America (BP),,2009,67.42534
South and Central America (BP),,2010,65.25838
South and Central America (BP),,2011,66.76494
South and Central America (BP),,2012,63.771618
South and Central America (BP),,2013,60.82407
South and Central America (BP),,2014,59.448925
South and Central America (BP),,2015,59.257008
South and Central America (BP),,2016,61.577827
South and Central America (BP),,2017,64.47504
South and Central America (BP),,2018,65.937256
South and Central America (BP),,2019,65.85047
South and Central America (BP),,2020,68.35482
South and Central America (BP),,2021,65.16721
Upper-middle-income countries,,1985,24.806011
Upper-middle-income countries,,1986,23.946068
Upper-middle-income countries,,1987,23.511526
Upper-middle-income countries,,1988,23.90555
Upper-middle-income countries,,1989,23.407974
Upper-middle-income countries,,1990,23.843134
Upper-middle-income countries,,1991,23.729858
Upper-middle-income countries,,1992,24.118647
Upper-middle-income countries,,1993,25.682308
Upper-middle-income countries,,1994,26.061737
Upper-middle-income countries,,1995,26.82964
Upper-middle-income countries,,1996,25.660162
Upper-middle-income countries,,1997,25.612274
Upper-middle-income countries,,1998,25.670504
Upper-middle-income countries,,1999,24.771753
Upper-middle-income countries,,2000,26.332315
Upper-middle-income countries,,2001,25.788492
Upper-middle-income countries,,2002,25.214804
Upper-middle-income countries,,2003,23.481129
Upper-middle-income countries,,2004,24.124159
Upper-middle-income countries,,2005,23.888483
Upper-middle-income countries,,2006,23.083958
Upper-middle-income countries,,2007,22.218178
Upper-middle-income countries,,2008,23.715933
Upper-middle-income countries,,2009,23.500319
Upper-middle-income countries,,2010,23.893324
Upper-middle-income countries,,2011,22.519873
Upper-middle-income countries,,2012,24.052422
Upper-middle-income countries,,2013,23.999365
Upper-middle-income countries,,2014,24.845325
Upper-middle-income countries,,2015,26.103487
Upper-middle-income countries,,2016,27.275927
Upper-middle-income countries,,2017,27.500622
Upper-middle-income countries,,2018,28.09048
Upper-middle-income countries,,2019,29.161203
Upper-middle-income countries,,2020,30.370855
Upper-middle-income countries,,2021,30.328547
Western Africa (BP),,1985,45.302334
Western Africa (BP),,1986,49.433372
Western Africa (BP),,1987,45.75823
Western Africa (BP),,1988,48.953583
Western Africa (BP),,1989,49.557045
Western Africa (BP),,1990,49.32873
Western Africa (BP),,1991,55.03233
Western Africa (BP),,1992,53.995888
Western Africa (BP),,1993,51.93433
Western Africa (BP),,1994,49.339912
Western Africa (BP),,1995,49.845524
Western Africa (BP),,1996,49.20904
Western Africa (BP),,1997,48.687794
Western Africa (BP),,1998,41.348736
Western Africa (BP),,1999,44.06321
Western Africa (BP),,2000,47.222855
Western Africa (BP),,2001,45.623966
Western Africa (BP),,2002,40.69545
Western Africa (BP),,2003,38.812725
Western Africa (BP),,2004,39.338306
Western Africa (BP),,2005,38.09443
Western Africa (BP),,2006,33.598522
Western Africa (BP),,2007,30.962547
Western Africa (BP),,2008,35.825314
Western Africa (BP),,2009,35.815777
Western Africa (BP),,2010,33.993362
Western Africa (BP),,2011,33.208855
Western Africa (BP),,2012,32.495514
Western Africa (BP),,2013,28.924248
Western Africa (BP),,2014,28.460934
Western Africa (BP),,2015,24.62927
Western Africa (BP),,2016,24.107784
Western Africa (BP),,2017,27.210497
Western Africa (BP),,2018,28.23939
Western Africa (BP),,2019,29.645052
Western Africa (BP),,2020,27.702257
Western Africa (BP),,2021,27.503878
